,Provider,PotentialFraud,statecount_uniq,major_state,county_uniq,major_county,sum_IPAnnualReimbursementAmt,mean_IPAnnualReimbursementAmt,max_IPAnnualReimbursementAmt,sum_IPAnnualDeductibleAmtdf,mean_IPAnnualDeductibleAmt,max_IPAnnualDeductibleAmt
2610,PRV54252,No,1,25,11,210,175500,10323.529411764706,57300,14952,879.5294117647059,3204
2611,PRV54253,No,3,25,8,650,173040,12360.0,57000,9612,686.5714285714286,2136
2612,PRV54254,No,4,25,9,220,426080,4096.923076923077,29000,53400,513.4615384615385,2136
2613,PRV54255,No,3,25,24,240,1198360,5165.3448275862065,62200,131364,566.2241379310345,5340
2614,PRV54256,No,3,25,17,430,1529350,5837.213740458015,94800,138432,528.3664122137404,4272
2615,PRV54257,No,1,25,2,240,1298170,4603.439716312057,62200,118548,420.3829787234043,5340
2616,PRV54258,Yes,7,25,48,240,2729490,11468.44537815126,94800,269668,1133.0588235294117,5340
2617,PRV54259,No,1,25,6,240,206140,7108.275862068966,60500,31904,1100.1379310344828,5340
2618,PRV54261,No,4,25,15,370,242360,3231.4666666666667,29000,21360,284.8,2136
2619,PRV54262,No,1,25,1,370,7000,7000.0,7000,2136,2136.0,2136
2620,PRV54263,No,2,19,5,120,25000,4166.666666666667,13000,3204,534.0,1068
2621,PRV54265,No,3,25,20,160,1677940,4132.857142857143,111000,177840,438.0295566502463,7068
2622,PRV54266,No,3,25,10,510,688890,10598.307692307691,111400,48860,751.6923076923077,3204
2623,PRV54267,No,2,25,6,400,406970,1800.7522123893805,14000,51264,226.83185840707964,2136
2624,PRV54269,No,1,25,3,810,197000,1669.4915254237287,15000,38448,325.8305084745763,3204
2625,PRV54270,No,1,25,6,610,205150,6033.823529411765,56240,21360,628.2352941176471,3204
2626,PRV54271,No,1,25,3,480,449800,15510.344827586207,38000,45720,1576.551724137931,5136
2627,PRV54273,No,1,25,13,170,652090,2786.709401709402,26050,88644,378.8205128205128,3204
2628,PRV54274,No,1,25,4,380,119100,2534.0425531914893,28000,18156,386.29787234042556,4272
2629,PRV54275,No,1,25,1,250,8300,8300.0,8300,1068,1068.0,1068
2630,PRV54276,No,2,25,5,730,680650,8839.61038961039,57260,71884,933.5584415584416,4272
2631,PRV54278,No,1,25,5,630,179100,2936.065573770492,15000,37632,616.9180327868852,3068
2632,PRV54280,No,1,25,5,200,49180,2459.0,25060,4272,213.6,2136
2633,PRV54282,No,1,25,2,200,51990,2736.315789473684,48990,2136,112.42105263157895,1068
2634,PRV54283,No,1,25,2,140,27240,5448.0,14240,2136,427.2,1068
2635,PRV54284,No,2,25,6,780,654800,5794.690265486725,48100,107052,947.362831858407,6136
2636,PRV54285,No,1,25,2,370,36060,1803.0,13030,9612,480.6,3204
2637,PRV54287,No,1,25,6,610,528260,3408.1290322580644,36000,66216,427.2,3204
2638,PRV54288,No,2,25,6,70,59860,3990.6666666666665,15000,9612,640.8,2136
2639,PRV54289,No,2,25,6,590,232300,4148.214285714285,47100,27768,495.85714285714283,3204
2640,PRV54290,No,1,25,3,520,11000,1833.3333333333333,11000,2136,356.0,2136
2641,PRV54291,No,1,25,5,210,0,0.0,0,0,0.0,0
2642,PRV54293,No,1,25,1,570,56400,28200.0,56400,1068,534.0,1068
2643,PRV54294,No,1,25,1,780,0,0.0,0,0,0.0,0
2644,PRV54295,No,1,25,1,190,0,0.0,0,0,0.0,0
2645,PRV54296,No,1,25,1,280,120800,2237.037037037037,21900,25632,474.6666666666667,2136
2646,PRV54297,Yes,2,25,4,370,283320,35415.0,63000,16020,2002.5,4272
2647,PRV54298,No,1,25,2,360,85380,28460.0,40040,4272,1424.0,2136
2648,PRV54299,No,1,25,1,230,13200,2640.0,7200,3204,640.8,2136
2649,PRV54300,No,1,25,1,140,18300,3050.0,13000,2136,356.0,1068
2650,PRV54301,No,1,25,1,600,70630,5433.076923076923,28300,6408,492.9230769230769,2136
2651,PRV54302,No,1,25,1,150,0,0.0,0,0,0.0,0
2652,PRV54303,No,1,25,2,290,79450,4965.625,29000,10680,667.5,3204
2653,PRV54304,No,1,25,1,610,0,0.0,0,0,0.0,0
2654,PRV54305,No,1,25,1,810,7000,1166.6666666666667,4000,2136,356.0,1068
2655,PRV54306,No,1,25,1,240,232220,7036.969696969697,62200,18156,550.1818181818181,2136
2656,PRV54307,No,1,25,1,230,20860,10430.0,20860,3204,1602.0,3204
2657,PRV54308,No,1,25,1,30,0,0.0,0,0,0.0,0
2658,PRV54309,No,1,25,1,440,105240,3628.9655172413795,16000,12816,441.9310344827586,2136
2659,PRV54310,No,1,25,1,260,98380,14054.285714285714,40100,7476,1068.0,2136
2660,PRV54311,No,1,25,1,220,7000,2333.3333333333335,7000,1068,356.0,1068
2661,PRV54312,No,1,25,2,650,6040,1510.0,6040,1068,267.0,1068
2662,PRV54313,No,1,25,3,440,78630,4914.375,38390,8544,534.0,2136
2663,PRV54315,No,1,25,5,560,253100,2457.2815533980583,28000,41116,399.18446601941747,4272
2664,PRV54316,No,1,25,1,420,56000,28000.0,28000,8544,4272.0,4272
2665,PRV54317,No,2,25,2,560,42600,1704.0,15300,6408,256.32,2136
2666,PRV54319,No,1,25,1,40,0,0.0,0,0,0.0,0
2667,PRV54320,No,1,25,2,500,548430,5376.764705882353,56240,79032,774.8235294117648,3204
2668,PRV54323,Yes,2,25,5,530,191450,3753.921568627451,16000,14952,293.1764705882353,1068
2669,PRV54324,No,2,25,10,370,393000,12281.25,32000,53400,1668.75,3204
2670,PRV54325,No,1,25,5,400,215090,14339.333333333334,63000,29428,1961.8666666666666,5068
2671,PRV54326,No,1,25,3,410,52400,10480.0,15000,13680,2736.0,5136
2672,PRV54327,Yes,4,26,18,860,874130,12487.57142857143,57120,70220,1003.1428571428571,4272
2673,PRV54328,No,2,26,14,910,926340,7917.4358974358975,99500,75992,649.5042735042736,5340
2674,PRV54330,No,14,4,41,30,2198450,4657.733050847458,78650,228376,483.8474576271187,6136
2675,PRV54332,No,4,26,26,470,4765060,4789.005025125628,78000,422276,424.39798994974876,6272
2676,PRV54333,Yes,6,3,28,60,2425610,6737.805555555556,77000,236320,656.4444444444445,5204
2677,PRV54334,No,3,26,9,770,428650,4082.3809523809523,55600,60876,579.7714285714286,3204
2678,PRV54335,No,9,26,48,70,1299560,5934.063926940639,108740,141476,646.0091324200913,9612
2679,PRV54336,Yes,2,26,18,790,1975890,8516.76724137931,57000,148452,639.8793103448276,4272
2680,PRV54337,No,6,26,27,940,1315430,8828.389261744966,74400,166064,1114.523489932886,5340
2681,PRV54339,No,2,26,13,840,1004080,8163.252032520325,65360,113660,924.0650406504066,14136
2682,PRV54340,No,3,4,12,20,690880,7196.666666666667,55200,59808,623.0,3204
2683,PRV54341,No,3,26,9,989,179860,3270.181818181818,34000,17088,310.6909090909091,3204
2684,PRV54342,No,1,26,9,470,169280,4836.571428571428,57000,17088,488.22857142857146,2136
2685,PRV54343,No,2,26,8,100,144200,8482.35294117647,77000,10680,628.2352941176471,4272
2686,PRV54344,No,3,26,13,560,135110,2649.2156862745096,32160,16620,325.88235294117646,2436
2687,PRV54345,No,5,10,18,50,793600,4752.095808383234,78650,84372,505.2215568862275,5340
2688,PRV54347,No,3,26,10,100,117400,4515.384615384615,77000,9044,347.84615384615387,4272
2689,PRV54348,No,9,26,42,940,2343570,10799.861751152073,96800,238396,1098.5990783410139,6408
2690,PRV54349,No,1,26,7,260,302600,3929.87012987013,32000,45584,592.0,8204
2691,PRV54350,Yes,11,26,61,380,8136790,5442.66889632107,112160,897212,600.1418060200668,14136
2692,PRV54352,No,1,26,3,900,0,0.0,0,1068,89.0,1068
2693,PRV54353,No,3,26,11,680,71160,2223.75,17040,10680,333.75,2136
2694,PRV54354,Yes,4,26,16,490,732490,7324.9,78650,83624,836.24,11136
2695,PRV54355,No,1,26,5,50,107600,6725.0,22000,11748,734.25,2136
2696,PRV54356,No,1,26,11,350,539710,17410.0,78650,45924,1481.4193548387098,5340
2697,PRV54357,No,2,17,6,470,34640,3464.0,19400,5340,534.0,2136
2698,PRV54358,No,2,26,9,390,94470,2196.9767441860463,23000,14684,341.48837209302326,2136
2699,PRV54359,Yes,5,26,17,480,3871490,7901.0,90000,427840,873.1428571428571,13136
2700,PRV54360,No,3,26,11,350,279120,7543.783783783784,80700,20292,548.4324324324324,4272
2701,PRV54361,Yes,2,26,13,580,434590,10864.75,39820,39516,987.9,3204
2702,PRV54362,No,1,26,13,650,265920,5318.4,112160,16020,320.4,3204
2703,PRV54363,No,4,26,12,110,356850,5575.78125,33000,45924,717.5625,3204
2704,PRV54365,No,2,26,8,500,373410,3247.0434782608695,51900,36176,314.5739130434783,4136
2705,PRV54367,Yes,18,26,83,940,7013730,11027.877358490567,108740,761880,1197.9245283018868,11136
2706,PRV54368,No,5,26,27,510,658270,5984.272727272727,44000,75448,685.8909090909091,8068
2707,PRV54370,No,8,26,37,820,521300,2880.1104972375692,36000,67680,373.9226519337017,4136
2708,PRV54371,No,3,26,13,350,175200,5651.612903225807,44000,16020,516.7741935483871,2136
2709,PRV54372,Yes,5,26,43,940,7101840,4391.985157699443,99500,697984,431.65367965367966,5340
2710,PRV54373,No,1,26,5,230,28010,3501.25,16010,3204,400.5,1068
2711,PRV54374,No,2,26,11,940,3080290,3606.896955503513,99500,377060,441.5222482435597,5204
2712,PRV54375,No,2,26,24,750,556330,9934.464285714286,74400,48060,858.2142857142857,5340
2713,PRV54377,No,5,26,12,100,47060,2353.0,17500,5340,267.0,1068
2714,PRV54378,No,3,26,21,340,762940,9657.468354430379,55600,70352,890.5316455696203,3204
2715,PRV54379,No,1,26,29,700,779260,6717.758620689655,57120,103120,888.9655172413793,8204
2716,PRV54380,No,3,26,6,180,69060,5755.0,41000,7476,623.0,3204
2717,PRV54381,No,5,26,36,50,672720,5214.883720930233,75000,70488,546.4186046511628,3204
2718,PRV54382,Yes,8,26,43,350,2105910,8194.20233463035,99500,203268,790.9260700389106,5340
2719,PRV54383,No,1,26,8,80,117080,4037.2413793103447,22000,17020,586.8965517241379,3136
2720,PRV54384,No,2,26,9,141,155470,5552.5,52660,16952,605.4285714285714,3204
2721,PRV54387,No,1,26,9,470,2394080,5768.8674698795185,74000,221172,532.944578313253,7136
2722,PRV54388,Yes,3,3,13,60,347070,4566.710526315789,57000,37380,491.8421052631579,3204
2723,PRV54389,No,4,26,17,660,338180,6038.928571428572,80700,33108,591.2142857142857,4272
2724,PRV54390,No,6,26,24,480,1101780,11597.684210526315,108740,117480,1236.6315789473683,9612
2725,PRV54391,Yes,6,26,58,991,1507430,4740.345911949686,99500,187324,589.069182389937,8204
2726,PRV54392,No,2,26,14,150,114020,3257.714285714286,33000,10680,305.14285714285717,2136
2727,PRV54393,No,3,26,20,930,250820,3344.266666666667,24000,34176,455.68,2136
2728,PRV54396,No,2,26,5,350,244170,5549.318181818182,63070,21360,485.45454545454544,2136
2729,PRV54399,Yes,2,26,7,910,2524050,7232.234957020058,99500,201208,576.5272206303725,4572
2730,PRV54400,No,2,26,10,470,396950,4134.895833333333,57000,37380,389.375,5340
2731,PRV54401,No,3,26,9,490,136340,6197.272727272727,40240,12816,582.5454545454545,3204
2732,PRV54402,No,2,26,8,490,169720,3030.714285714286,44000,20592,367.7142857142857,2436
2733,PRV54403,No,3,26,9,100,19000,1583.3333333333333,10000,3204,267.0,1068
2734,PRV54404,No,4,26,23,380,826240,3106.1654135338345,70400,113472,426.5864661654135,4272
2735,PRV54407,No,2,26,6,230,122820,6464.210526315789,39620,14684,772.8421052631579,3204
2736,PRV54408,No,1,26,6,600,359000,3386.7924528301887,20000,29904,282.1132075471698,2136
2737,PRV54409,No,1,26,5,983,141260,7434.736842105263,33000,18156,955.578947368421,3204
2738,PRV54410,No,1,26,4,460,82000,2216.2162162162163,20000,10680,288.64864864864865,2136
2739,PRV54411,No,1,26,4,970,81830,3719.5454545454545,21110,13884,631.0909090909091,2136
2740,PRV54412,No,1,26,6,40,201400,2877.1428571428573,53000,20292,289.8857142857143,4272
2741,PRV54413,No,1,26,5,990,60000,3000.0,10000,10680,534.0,2136
2742,PRV54414,No,1,26,6,690,69690,2323.0,52660,5340,178.0,3204
2743,PRV54415,No,1,26,6,580,166720,6174.814814814815,25000,17088,632.8888888888889,2136
2744,PRV54416,No,1,26,6,800,58180,3422.3529411764707,18000,8340,490.5882352941176,3068
2745,PRV54419,No,1,26,5,490,151610,5414.642857142857,44000,16020,572.1428571428571,2136
2746,PRV54420,No,1,26,1,540,0,0.0,0,0,0.0,0
2747,PRV54421,No,2,26,6,40,459190,7064.461538461538,57540,27768,427.2,3204
2748,PRV54422,No,2,26,4,730,32050,2136.6666666666665,17000,3204,213.6,1068
2749,PRV54423,No,1,26,9,960,242540,2607.956989247312,80700,28836,310.06451612903226,4272
2750,PRV54424,No,2,26,2,120,11000,5500.0,11000,2136,1068.0,2136
2751,PRV54425,No,2,17,3,100,203640,11313.333333333334,29600,24564,1364.6666666666667,5340
2752,PRV54426,No,1,26,5,230,223760,9323.333333333334,52300,20792,866.3333333333334,4772
2753,PRV54427,No,1,26,6,992,607490,9798.225806451614,78650,80556,1299.2903225806451,11136
2754,PRV54429,No,1,26,4,720,759500,11684.615384615385,90000,57672,887.2615384615384,4272
2755,PRV54430,No,1,26,6,601,108880,1701.25,20000,21360,333.75,2136
2756,PRV54431,No,1,26,6,470,87230,9692.222222222223,38000,6408,712.0,2136
2757,PRV54432,No,1,26,3,490,16000,3200.0,16000,1068,213.6,1068
2758,PRV54433,No,1,26,4,991,82160,5868.571428571428,32160,5340,381.42857142857144,1068
2759,PRV54434,No,1,26,6,410,342990,8166.428571428572,78000,23496,559.4285714285714,4272
2760,PRV54435,No,1,26,1,570,52000,4727.272727272727,16000,4272,388.3636363636364,1068
2761,PRV54436,No,1,26,2,230,6000,3000.0,6000,1068,534.0,1068
2762,PRV54437,No,1,26,5,230,21070,1505.0,11030,5072,362.2857142857143,2136
2763,PRV54438,No,1,26,7,90,1117020,4106.691176470588,34360,186180,684.4852941176471,8204
2764,PRV54439,No,1,26,1,940,8010,2670.0,8010,2136,712.0,2136
2765,PRV54441,No,1,26,1,470,33000,8250.0,30000,2136,534.0,1068
2766,PRV54442,No,1,26,1,910,496500,7301.470588235294,99500,40816,600.2352941176471,4572
2767,PRV54443,No,1,26,2,950,524320,8595.409836065573,80700,42720,700.327868852459,4272
2768,PRV54444,No,1,26,2,950,139740,5175.555555555556,75140,9612,356.0,3204
2769,PRV54448,No,1,26,1,470,117640,5114.782608695652,52000,14952,650.0869565217391,5340
2770,PRV54449,No,1,26,1,530,0,0.0,0,0,0.0,0
2771,PRV54450,No,1,26,1,490,12000,1200.0,9000,2136,213.6,1068
2772,PRV54451,No,1,26,1,940,68260,5250.7692307692305,43000,7476,575.0769230769231,4272
2773,PRV54452,No,1,26,1,940,0,0.0,0,0,0.0,0
2774,PRV54454,No,2,26,4,940,702510,4108.245614035088,80700,67284,393.4736842105263,4272
2775,PRV54455,No,1,26,1,470,26200,4366.666666666667,21200,3204,534.0,2136
2776,PRV54456,No,1,26,1,991,26060,3257.5,8000,4272,534.0,1068
2777,PRV54457,No,1,26,1,780,0,0.0,0,0,0.0,0
2778,PRV54459,No,1,26,1,910,62000,6888.888888888889,44000,4204,467.1111111111111,2136
2779,PRV54460,No,1,14,3,680,74710,14942.0,30250,7476,1495.2,2136
2780,PRV54461,No,1,26,8,90,204920,17076.666666666668,34360,17088,1424.0,2136
2781,PRV54462,No,2,26,6,940,261100,3263.75,57090,35176,439.7,3204
2782,PRV54463,No,2,26,3,230,6000,2000.0,6000,3204,1068.0,2136
2783,PRV54465,No,1,26,2,510,149100,16566.666666666668,29820,21360,2373.3333333333335,4272
2784,PRV54466,No,1,26,2,986,0,0.0,0,0,0.0,0
2785,PRV54467,No,1,26,2,270,11000,1571.4285714285713,11000,1068,152.57142857142858,1068
2786,PRV54468,No,1,26,5,140,67620,3220.0,25060,7676,365.5238095238095,2336
2787,PRV54469,No,1,26,1,380,0,0.0,0,0,0.0,0
2788,PRV54471,No,1,26,4,630,440940,9585.652173913044,52660,29904,650.0869565217391,3204
2789,PRV54472,No,1,26,2,630,222320,6947.5,52660,20292,634.125,3204
2790,PRV54473,No,1,26,4,400,256000,13473.684210526315,43000,17088,899.3684210526316,3204
2791,PRV54475,No,2,26,5,110,639320,4233.907284768212,44000,70320,465.6953642384106,3204
2792,PRV54477,No,1,26,7,490,240280,2402.8,38000,29768,297.68,3068
2793,PRV54478,No,2,26,9,821,220030,3437.96875,53000,28068,438.5625,3204
2794,PRV54479,No,1,26,2,190,43440,2555.294117647059,6240,12816,753.8823529411765,2136
2795,PRV54480,No,1,26,4,940,69460,11576.666666666666,30000,9612,1602.0,3204
2796,PRV54481,No,1,26,4,270,15000,1875.0,15000,2136,267.0,2136
2797,PRV54482,No,1,26,2,821,16030,2671.6666666666665,9000,3204,534.0,2136
2798,PRV54483,No,1,26,2,350,171650,13203.846153846154,78650,12816,985.8461538461538,5340
2799,PRV54486,No,1,26,4,320,194570,6948.928571428572,63070,21360,762.8571428571429,5340
2800,PRV54489,No,1,26,4,940,39980,2855.714285714286,33980,3204,228.85714285714286,2136
2801,PRV54490,No,1,26,3,350,83990,3651.7391304347825,39000,6408,278.60869565217394,1068
2802,PRV54491,No,1,26,2,870,21000,1500.0,7000,6408,457.7142857142857,2136
2803,PRV54496,No,1,26,1,950,63700,7962.5,32100,5340,667.5,2136
2804,PRV54497,No,2,26,5,150,101250,20250.0,30250,8544,1708.8,2136
2805,PRV54498,No,1,26,1,350,12000,12000.0,12000,1068,1068.0,1068
2806,PRV54499,No,1,26,1,150,23000,23000.0,23000,2136,2136.0,2136
2807,PRV54500,No,1,26,2,90,25470,12735.0,16170,2136,1068.0,1068
2808,PRV54501,No,2,26,3,70,48210,16070.0,32000,4272,1424.0,2136
2809,PRV54502,No,1,26,3,150,55000,18333.333333333332,23000,5272,1757.3333333333333,3136
2810,PRV54503,No,1,14,1,680,8000,8000.0,8000,1068,1068.0,1068
2811,PRV54504,Yes,8,27,23,310,923960,7699.666666666667,73210,106800,890.0,3204
2812,PRV54505,Yes,1,27,4,550,196990,5183.9473684210525,34800,19224,505.89473684210526,3204
2813,PRV54506,No,5,27,23,410,468930,3499.4776119402986,36000,90012,671.7313432835821,4068
2814,PRV54507,No,5,27,26,170,1025640,9409.54128440367,57000,116208,1066.1284403669724,4068
2815,PRV54508,No,5,27,24,130,251100,2790.0,28300,46768,519.6444444444444,11136
2816,PRV54509,No,1,27,3,130,10240,2560.0,10240,1068,267.0,1068
2817,PRV54510,No,5,27,12,260,539710,3622.2147651006712,57080,59740,400.93959731543623,3204
2818,PRV54511,No,3,27,8,140,221630,6925.9375,66000,37496,1171.75,15068
2819,PRV54514,Yes,14,27,37,460,2487750,6428.294573643411,70330,281252,726.7493540051679,8068
2820,PRV54515,No,9,27,20,910,332540,4963.2835820895525,32000,41516,619.6417910447761,4272
2821,PRV54517,No,1,27,2,520,21400,475.55555555555554,10700,4272,94.93333333333334,2136
2822,PRV54519,No,1,27,3,550,30000,2000.0,12000,7476,498.4,2136
2823,PRV54520,No,1,27,4,80,80500,5366.666666666667,28000,5340,356.0,2136
2824,PRV54521,No,2,27,6,330,255580,3993.4375,30000,25632,400.5,3204
2825,PRV54522,No,1,27,1,10,19010,9505.0,19010,2136,1068.0,2136
2826,PRV54523,No,1,27,1,60,0,0.0,0,0,0.0,0
2827,PRV54524,No,2,27,7,460,154220,7343.809523809524,25000,19224,915.4285714285714,3204
2828,PRV54526,No,1,27,6,500,336560,7316.521739130435,22120,33108,719.7391304347826,2136
2829,PRV54528,No,1,27,2,280,133280,5794.782608695652,45120,12816,557.2173913043479,1068
2830,PRV54529,No,1,27,4,80,0,0.0,0,0,0.0,0
2831,PRV54530,No,1,27,2,420,0,0.0,0,0,0.0,0
2832,PRV54531,No,4,27,7,310,97500,3250.0,24000,28816,960.5333333333333,15068
2833,PRV54535,No,2,27,8,460,169520,4985.882352941177,32000,19224,565.4117647058823,3204
2834,PRV54536,No,1,27,5,200,32720,2516.923076923077,22120,4272,328.61538461538464,2136
2835,PRV54537,No,1,27,3,40,326800,5446.666666666667,70330,11748,195.8,2136
2836,PRV54538,No,1,27,5,550,246980,5145.416666666667,34800,29904,623.0,3204
2837,PRV54539,No,2,27,5,310,290270,4206.811594202899,28060,35244,510.7826086956522,3204
2838,PRV54540,Yes,4,27,5,140,16030,801.5,10000,2136,106.8,1068
2839,PRV54541,No,1,27,2,450,29000,4142.857142857143,24000,10204,1457.7142857142858,8068
2840,PRV54542,No,1,27,4,100,66100,3305.0,15000,20680,1034.0,4136
2841,PRV54543,Yes,3,27,7,140,116040,6825.882352941177,33240,29748,1749.8823529411766,11136
2842,PRV54544,No,1,27,3,350,25000,892.8571428571429,5000,5340,190.71428571428572,1068
2843,PRV54545,No,1,27,1,420,0,0.0,0,0,0.0,0
2844,PRV54546,No,1,27,1,400,17090,2848.3333333333335,12060,2136,356.0,1068
2845,PRV54547,No,1,27,1,400,0,0.0,0,0,0.0,0
2846,PRV54548,No,1,27,1,400,42180,3515.0,12060,5340,445.0,1068
2847,PRV54549,No,1,27,1,400,0,0.0,0,0,0.0,0
2848,PRV54550,No,1,27,2,230,100060,4764.761904761905,28060,9612,457.7142857142857,2136
2849,PRV54551,No,2,27,2,440,0,0.0,0,0,0.0,0
2850,PRV54552,No,1,27,4,440,22800,506.6666666666667,7000,4272,94.93333333333334,1068
2851,PRV54553,No,1,27,4,360,89000,4944.444444444444,39000,9612,534.0,3204
2852,PRV54554,No,1,27,1,110,33600,1292.3076923076924,5000,9612,369.6923076923077,1068
2853,PRV54555,No,1,27,3,150,102620,17103.333333333332,43000,10680,1780.0,3204
2854,PRV54557,Yes,8,28,36,120,2892360,5128.297872340426,88660,286980,508.82978723404256,4272
2855,PRV54558,No,8,28,33,60,437280,5990.13698630137,72800,44856,614.4657534246576,4272
2856,PRV54559,No,3,28,26,180,623160,9441.818181818182,64130,55268,837.3939393939394,4272
2857,PRV54560,Yes,5,28,26,540,1155090,11786.632653061224,91200,120916,1233.8367346938776,5072
2858,PRV54561,No,3,28,30,550,1090620,5863.548387096775,88660,110536,594.2795698924731,5340
2859,PRV54562,No,5,28,13,260,716880,3480.0,64130,87508,424.79611650485435,4772
2860,PRV54563,No,3,28,14,270,1142840,4280.299625468165,91200,108300,405.6179775280899,4772
2861,PRV54564,No,11,28,29,270,4097350,5102.552926525529,91200,360144,448.4981320049813,4772
2862,PRV54565,No,6,28,38,770,1360210,10463.153846153846,99000,123616,950.8923076923077,7204
2863,PRV54566,Yes,11,28,58,350,2208990,7172.045454545455,103000,192228,624.1168831168832,7204
2864,PRV54567,No,2,28,12,900,509750,8942.982456140351,64000,44856,786.9473684210526,2136
2865,PRV54568,No,3,28,19,540,496730,8870.17857142857,47580,46992,839.1428571428571,5340
2866,PRV54569,No,3,28,19,810,791410,12562.063492063493,72800,55536,881.5238095238095,4272
2867,PRV54571,No,2,28,3,270,226520,13324.70588235294,89000,10680,628.2352941176471,4272
2868,PRV54572,No,3,28,10,270,1030240,7056.438356164384,89000,60808,416.4931506849315,4772
2869,PRV54573,No,2,28,8,700,121320,5514.545454545455,30200,13884,631.0909090909091,2136
2870,PRV54574,No,2,28,10,110,92080,2630.8571428571427,60000,9612,274.62857142857143,3204
2871,PRV54575,No,2,28,24,540,2034330,7451.758241758242,95990,143712,526.4175824175824,4272
2872,PRV54576,No,1,28,9,270,379240,23702.5,89000,33108,2069.25,5340
2873,PRV54577,No,3,28,10,270,927180,15199.672131147541,99000,88600,1452.4590163934427,7204
2874,PRV54578,No,2,28,5,760,77620,1008.0519480519481,9040,23496,305.14285714285717,2136
2875,PRV54579,No,1,28,1,90,0,0.0,0,0,0.0,0
2876,PRV54580,No,2,28,7,920,61010,2033.6666666666667,34010,7476,249.2,4272
2877,PRV54581,No,1,28,4,540,98800,8981.818181818182,53600,3204,291.27272727272725,2136
2878,PRV54582,No,3,28,11,680,287010,4042.394366197183,53600,21360,300.84507042253523,3204
2879,PRV54585,No,2,28,9,550,113960,1519.4666666666667,21960,16020,213.6,3204
2880,PRV54587,No,1,43,1,560,0,0.0,0,0,0.0,0
2881,PRV54588,No,1,28,5,540,277150,4399.206349206349,95990,29368,466.1587301587302,3204
2882,PRV54589,No,1,28,2,480,0,0.0,0,0,0.0,0
2883,PRV54590,No,1,28,7,590,686350,10399.242424242424,72800,42720,647.2727272727273,4272
2884,PRV54591,No,1,28,5,500,24000,533.3333333333334,8000,6408,142.4,2136
2885,PRV54593,No,1,28,7,0,11600,331.42857142857144,11600,1068,30.514285714285716,1068
2886,PRV54595,No,1,28,4,700,134280,12207.272727272728,41000,10680,970.9090909090909,2136
2887,PRV54596,No,1,28,4,790,534000,8343.75,60000,35244,550.6875,3204
2888,PRV54597,No,2,53,2,100,95140,6342.666666666667,81140,6408,427.2,4272
2889,PRV54598,No,1,28,4,870,13000,1444.4444444444443,9000,2136,237.33333333333334,1068
2890,PRV54599,No,2,28,3,880,24000,1411.764705882353,20000,2136,125.6470588235294,1068
2891,PRV54601,No,2,28,3,220,82000,7454.545454545455,35000,10680,970.9090909090909,3204
2892,PRV54602,No,1,28,5,540,169110,12079.285714285714,72800,14952,1068.0,4272
2893,PRV54603,No,1,28,6,390,119330,2093.5087719298244,34010,13884,243.57894736842104,4272
2894,PRV54604,No,2,28,6,140,11070,291.3157894736842,11070,1068,28.105263157894736,1068
2895,PRV54606,No,2,28,4,900,99120,12390.0,64000,7476,934.5,2136
2896,PRV54608,No,1,28,3,60,110320,3343.030303030303,35000,12816,388.3636363636364,3204
2897,PRV54609,No,1,28,3,650,470160,10448.0,48240,21360,474.6666666666667,2136
2898,PRV54610,No,1,28,5,890,432270,9606.0,59000,42720,949.3333333333334,3204
2899,PRV54611,No,2,28,3,470,4000,666.6666666666666,4000,1068,178.0,1068
2900,PRV54612,No,1,28,3,690,0,0.0,0,0,0.0,0
2901,PRV54614,No,2,28,4,900,274240,18282.666666666668,64000,10680,712.0,2136
2902,PRV54615,No,1,28,2,620,0,0.0,0,0,0.0,0
2903,PRV54616,No,2,28,3,650,87240,17448.0,48240,5340,1068.0,2136
2904,PRV54618,No,3,28,7,330,28000,875.0,10000,5340,166.875,1068
2905,PRV54619,No,1,28,3,590,198110,6003.333333333333,88660,10680,323.6363636363636,3204
2906,PRV54620,No,1,28,5,540,174100,13392.307692307691,53600,11748,903.6923076923077,2136
2907,PRV54621,No,1,28,1,200,0,0.0,0,0,0.0,0
2908,PRV54622,No,1,28,3,470,123000,12300.0,57000,10680,1068.0,4272
2909,PRV54623,No,1,28,4,440,326800,7600.0,47580,51264,1192.1860465116279,5340
2910,PRV54624,No,2,28,4,90,17220,1722.0,10000,3204,320.4,1068
2911,PRV54625,No,1,28,1,100,10800,675.0,3600,3204,200.25,1068
2912,PRV54627,No,1,28,3,750,45000,1730.7692307692307,41000,3204,123.23076923076923,2136
2913,PRV54628,No,1,28,3,80,47580,11895.0,47580,5340,1335.0,5340
2914,PRV54629,No,1,28,2,550,8000,2666.6666666666665,8000,2136,712.0,2136
2915,PRV54630,No,1,28,3,230,484100,5695.294117647059,35000,42720,502.5882352941176,3204
2916,PRV54633,No,1,28,1,470,228000,19000.0,57000,17088,1424.0,4272
2917,PRV54634,No,1,28,6,920,108240,3382.5,53000,7476,233.625,2136
2918,PRV54635,No,1,28,3,710,76400,2315.151515151515,32000,7476,226.54545454545453,1068
2919,PRV54636,No,1,28,3,540,452480,5953.684210526316,53000,41384,544.5263157894736,3204
2920,PRV54637,No,1,28,3,540,381910,29377.69230769231,89000,23496,1807.3846153846155,4272
2921,PRV54638,No,2,28,3,540,151320,25220.0,41320,19816,3302.6666666666665,8068
