Provider,PotentialFraud,DeductibleAmtPaid_mean,DeductibleAmtPaid_max,NoOfMonths_PartACov_mean,NoOfMonths_PartBCov_mean,OPAnnualReimbursementAmt_mean,OPAnnualReimbursementAmt_max,OPAnnualReimbursementAmt_sum,OPAnnualDeductibleAmt_mean,OPAnnualDeductibleAmt_max,OPAnnualDeductibleAmt_sum
PRV55042,No,72.12903225806451,1068.0,12.0,11.846774193548388,2705.7258064516127,18330,335510,706.3709677419355,5080,87590
PRV55043,No,4.53781512605042,100.0,12.0,11.873949579831933,2724.201680672269,32260,324180,832.436974789916,8550,99060
PRV55044,No,0.0,0.0,12.0,12.0,1320.0,3400,11880,376.6666666666667,800,3390
PRV55045,No,0.15151515151515152,10.0,12.0,11.909090909090908,2554.848484848485,33130,168620,788.3333333333334,10520,52030
PRV55048,Yes,928.695652173913,1068.0,12.0,12.0,2013.0851063829787,32240,189230,646.5957446808511,11800,60780
PRV55049,Yes,537.6326530612245,1068.0,11.837837837837839,11.912162162162161,4149.864864864865,30580,614180,1089.662162162162,7830,161270
PRV55050,No,2.7868852459016393,100.0,11.934426229508198,11.967213114754099,2113.6065573770493,25210,386790,664.3715846994536,6020,121580
PRV55051,No,1068.0,1068.0,12.0,12.0,948.5714285714286,2990,6640,411.42857142857144,1920,2880
PRV55052,No,0.0,0.0,12.0,12.0,1297.3469387755101,4500,63570,501.2244897959184,1460,24560
PRV55053,No,1.8518518518518519,100.0,12.0,12.0,2683.703703703704,14560,144920,833.8888888888889,4600,45030
PRV55054,No,0.7246376811594203,40.0,12.0,12.0,2211.304347826087,25770,152580,511.0144927536232,4600,35260
PRV55056,No,3.6,100.0,12.0,11.88,2660.1,26100,266010,778.2,5080,77820
PRV55057,Yes,2.9971181556195967,100.0,11.896253602305476,11.878962536023055,2181.2968299711815,30720,756910,696.0518731988473,9040,241530
PRV55058,No,5.286343612334802,100.0,12.0,12.0,1766.2114537444934,9100,400930,526.0352422907489,3270,119410
PRV55059,No,2.3529411764705883,100.0,12.0,11.92156862745098,2494.967320261438,14560,381730,787.6470588235294,4600,120510
PRV55061,No,0.7368421052631579,70.0,12.0,12.0,2228.1052631578946,10550,211670,641.578947368421,4070,60950
PRV55062,No,0.0,0.0,12.0,11.793103448275861,1440.6896551724137,4540,41780,554.8275862068965,1920,16090
PRV55063,No,0.0,0.0,10.8,12.0,1453.0,3710,14530,534.0,1210,5340
PRV55064,No,2.0933977455716586,100.0,11.760064412238325,11.974235104669887,2459.3880837359097,32960,1527280,639.7745571658616,6850,397300
PRV55067,No,1068.0,1068.0,12.0,12.0,7780.0,7780,7780,3420.0,3420,3420
PRV55068,No,0.0,0.0,12.0,12.0,4226.666666666667,19480,25360,1466.6666666666667,6020,8800
PRV55069,No,4.761904761904762,100.0,12.0,12.0,4463.809523809524,19360,93740,1570.0,6310,32970
PRV55070,No,0.0,0.0,11.95,11.4,2178.0,12470,43560,755.5,3090,15110
PRV55071,No,4.142857142857143,80.0,12.0,11.82857142857143,2609.5714285714284,28700,182670,769.8571428571429,6850,53890
PRV55072,No,1.6666666666666667,40.0,11.75,11.75,1419.1666666666667,8230,68120,359.7916666666667,1100,17270
PRV55073,No,5.0,50.0,12.0,12.0,1960.0,10690,35280,635.5555555555555,2920,11440
PRV55074,No,0.0,0.0,12.0,12.0,1570.0,1570,1570,320.0,320,320
PRV55076,No,0.0,0.0,12.0,12.0,1224.0,2700,6120,780.0,2300,3900
PRV55077,No,0.0,0.0,12.0,12.0,2680.0,7060,21440,705.0,1670,5640
PRV55078,No,0.0,0.0,12.0,12.0,1210.0,1210,1210,250.0,250,250
PRV55079,No,2.127659574468085,100.0,12.0,12.0,1576.8085106382978,8280,74110,469.78723404255317,1880,22080
PRV55080,No,8.75,70.0,12.0,12.0,2152.5,5100,17220,596.25,1720,4770
PRV55081,No,2.0,60.0,12.0,12.0,2931.3333333333335,34180,87940,848.0,7860,25440
PRV55083,No,4.540816326530612,100.0,11.877551020408163,11.83673469387755,2324.3367346938776,32350,455570,682.295918367347,7900,133730
PRV55085,No,8.333333333333334,100.0,12.0,12.0,1905.4166666666667,6390,45730,439.5833333333333,1570,10550
PRV55086,No,3.8461538461538463,90.0,12.0,12.0,2080.0,17550,162240,531.9230769230769,3410,41490
PRV55087,No,2.5870646766169156,100.0,11.880597014925373,11.880597014925373,2181.2935323383085,32350,438440,656.9651741293533,7900,132050
PRV55088,No,0.3225806451612903,10.0,11.612903225806452,12.0,2119.6774193548385,11270,65710,463.2258064516129,1510,14360
PRV55089,No,0.0,0.0,12.0,12.0,400.0,400,400,600.0,600,600
PRV55091,No,2.7777777777777777,50.0,12.0,12.0,5052.222222222223,32960,90940,1162.7777777777778,6310,20930
PRV55092,No,17.5,80.0,10.5,12.0,990.0,2240,7920,405.0,1320,3240
PRV55093,No,8.421052631578947,90.0,12.0,12.0,1388.9473684210527,3460,26390,548.9473684210526,1540,10430
PRV55094,No,0.0,0.0,12.0,12.0,5239.473684210527,25450,99550,1214.7368421052631,5540,23080
PRV55095,No,12.0,90.0,12.0,12.0,1967.0,4620,39340,720.0,1600,14400
PRV55096,No,2.5925925925925926,60.0,12.0,12.0,1583.3333333333333,5980,42750,401.48148148148147,2100,10840
PRV55097,No,0.0,0.0,12.0,12.0,2097.5,2920,8390,585.0,1240,2340
PRV55098,No,5.185185185185185,100.0,12.0,12.0,1544.0740740740741,4750,41690,647.0370370370371,1570,17470
PRV55099,No,6.597938144329897,200.0,12.0,11.422680412371134,1938.7628865979382,6130,188060,601.340206185567,4070,58330
PRV55103,No,2.4358974358974357,100.0,12.0,12.0,1565.7692307692307,6970,122130,525.2564102564103,3170,40970
PRV55104,No,7.3076923076923075,100.0,11.538461538461538,12.0,2881.5384615384614,32960,149840,771.1538461538462,6850,40100
PRV55106,No,0.0,0.0,12.0,12.0,2802.0,4870,14010,934.0,2020,4670
PRV55108,No,2.7354260089686098,200.0,11.883408071748878,11.946188340807176,1894.2152466367713,16740,422410,609.5515695067264,4640,135930
PRV55110,No,3.25,100.0,12.0,12.0,1873.75,5660,74950,554.0,2080,22160
PRV55111,No,4.827586206896552,70.0,12.0,12.0,1237.5862068965516,3790,35890,643.7931034482758,1910,18670
PRV55112,No,0.3125,10.0,11.625,12.0,2280.625,20450,72980,698.375,5120,22348
PRV55114,No,0.0,0.0,12.0,12.0,2373.846153846154,14040,30860,522.3076923076923,2960,6790
PRV55116,No,1.1619718309859155,90.0,11.915492957746478,11.95774647887324,2706.8661971830984,18320,768750,637.6056338028169,4710,181080
PRV55117,No,0.0,0.0,12.0,12.0,1857.5,2740,7430,372.5,810,1490
PRV55118,No,427.2,1068.0,12.0,12.0,910.0,3480,4550,304.0,800,1520
PRV55120,No,949.3333333333334,1068.0,12.0,12.0,1150.0,4540,10350,228.88888888888889,680,2060
PRV55121,No,1068.0,1068.0,12.0,12.0,2091.5,13130,41830,598.5,4100,11970
PRV55122,No,1068.0,1068.0,12.0,12.0,3390.0,3390,3390,950.0,950,950
PRV55123,No,0.0,0.0,12.0,12.0,1340.0,1960,2680,470.0,890,940
PRV55124,No,1068.0,1068.0,12.0,12.0,673.3333333333334,2570,6060,376.6666666666667,1160,3390
PRV55126,No,1068.0,1068.0,12.0,12.0,35.0,70,70,200.0,400,400
PRV55128,No,1068.0,1068.0,12.0,12.0,3231.25,19480,25850,991.25,6020,7930
PRV55129,No,356.0,1068.0,12.0,12.0,820.0,1250,2460,666.6666666666666,1140,2000
PRV55130,No,1068.0,1068.0,12.0,12.0,1753.3333333333333,4830,5260,1306.6666666666667,2720,3920
PRV55131,No,1068.0,1068.0,12.0,12.0,2885.0,5640,5770,290.0,470,580
PRV55132,No,1068.0,1068.0,12.0,12.0,1318.0,5660,13180,340.0,1720,3400
PRV55133,No,1068.0,1068.0,12.0,12.0,8360.0,13650,16720,2215.0,3940,4430
PRV55134,No,1068.0,1068.0,12.0,12.0,780.0,780,780,780.0,780,780
PRV55135,No,1068.0,1068.0,12.0,12.0,1030.0,1840,3090,276.6666666666667,410,830
PRV55136,No,1068.0,1068.0,12.0,12.0,1957.5,12930,15660,555.0,3540,4440
PRV55137,No,1068.0,1068.0,12.0,12.0,70.0,90,140,15.0,20,30
PRV55138,No,1068.0,1068.0,12.0,12.0,1566.6666666666667,3360,4700,736.6666666666666,1400,2210
PRV55140,No,1068.0,1068.0,12.0,12.0,1782.2222222222222,5380,16040,413.3333333333333,770,3720
PRV55141,No,0.0,0.0,12.0,12.0,1405.0,1950,2810,625.0,930,1250
PRV55143,No,1068.0,1068.0,12.0,12.0,1900.0,1900,1900,450.0,450,450
PRV55144,No,1068.0,1068.0,12.0,12.0,1180.0,1800,2360,285.0,320,570
PRV55145,No,1068.0,1068.0,12.0,12.0,937.1428571428571,2540,13120,364.2857142857143,1580,5100
PRV55146,No,1068.0,1068.0,12.0,12.0,2090.0,2090,2090,1330.0,1330,1330
PRV55147,Yes,1068.0,1068.0,12.0,12.0,4898.333333333333,21150,29390,825.0,4140,4950
PRV55148,No,1068.0,1068.0,12.0,12.0,7060.0,7060,7060,420.0,420,420
PRV55149,No,1068.0,1068.0,12.0,12.0,935.0,2400,14960,420.625,1570,6730
PRV55150,No,712.0,1068.0,12.0,12.0,1996.6666666666667,5400,11980,1016.6666666666666,3450,6100
PRV55151,No,1068.0,1068.0,12.0,12.0,1120.0,1120,1120,60.0,60,60
PRV55152,No,1068.0,1068.0,12.0,12.0,1039.0,3000,10390,344.0,1730,3440
PRV55154,No,0.0,0.0,12.0,12.0,1420.0,1420,1420,760.0,760,760
PRV55155,No,1068.0,1068.0,12.0,11.333333333333334,901.1111111111111,1840,8110,455.55555555555554,1200,4100
PRV55156,No,1068.0,1068.0,12.0,12.0,40.0,40,40,10.0,10,10
PRV55157,No,1068.0,1068.0,12.0,12.0,306.6666666666667,710,920,103.33333333333333,290,310
PRV55158,No,44.4103299856528,1068.0,11.931232091690545,11.948424068767908,2378.896848137536,34180,1660470,720.2808022922636,11800,502756
PRV55160,No,1068.0,1068.0,12.0,12.0,318.0,770,3180,91.0,420,910
PRV55161,No,1068.0,1068.0,12.0,12.0,2420.0,3200,4840,765.0,900,1530
PRV55163,Yes,4.647359454855196,1068.0,11.959114139693357,11.982964224872232,2633.901192504259,27110,1546100,831.4310051107325,7960,488050
PRV55164,No,119.84415584415585,1068.0,11.688311688311689,11.967532467532468,1920.3246753246754,11400,295730,582.2077922077922,3390,89660
PRV55165,Yes,135.8091286307054,1068.0,12.0,11.991701244813278,2076.9294605809127,24300,500540,613.7759336099585,6240,147920
PRV55166,No,2.9166666666666665,100.0,11.833333333333334,12.0,1467.7777777777778,10630,105680,446.52777777777777,2770,32150
PRV55167,No,2.5531914893617023,100.0,12.0,11.872340425531915,3383.936170212766,38820,318090,752.5531914893617,5080,70740
PRV55168,No,2.1641791044776117,80.0,12.0,12.0,3672.1641791044776,22530,492070,989.2537313432836,6350,132560
PRV55169,No,123.66111111111111,1068.0,11.850208044382802,11.916782246879334,2189.5423023578364,26400,1578660,576.8932038834952,6860,415940
PRV55171,Yes,169.60655737704917,1068.0,11.951417004048583,12.0,2146.477732793522,38820,530180,491.53846153846155,6240,121410
PRV55172,Yes,519.2743362831858,1068.0,11.68421052631579,11.885964912280702,4035.5263157894738,102960,460050,676.6842105263158,6860,77142
PRV55173,No,2.8,70.0,12.0,12.0,2749.6,16440,68740,710.0,4960,17750
PRV55175,No,83.69736842105263,1068.0,12.0,11.960526315789474,2049.8355263157896,29860,623150,595.4934210526316,7840,181030
PRV55176,No,55.4,1068.0,12.0,12.0,1881.5,8960,37630,520.5,1460,10410
PRV55177,No,2.874617737003058,100.0,11.853211009174313,12.0,2517.920489296636,38820,823360,635.045871559633,7300,207660
PRV55178,No,68.90322580645162,1068.0,11.612903225806452,12.0,2226.7741935483873,19180,69030,538.0645161290323,3200,16680
PRV55179,No,223.013698630137,1068.0,11.837837837837839,11.905405405405405,2558.9189189189187,26400,189360,707.7027027027027,6860,52370
PRV55180,No,55.06349206349206,1068.0,12.0,12.0,3894.4094488188975,38820,494590,933.5433070866142,8180,118560
PRV55181,No,88.74715261958998,1068.0,11.972665148063781,11.938496583143507,2094.123006833713,27110,919320,621.25284738041,7300,272730
PRV55182,No,0.0,0.0,12.0,12.0,1554.313725490196,12200,158540,456.47058823529414,2330,46560
PRV55183,No,186.29310344827587,1068.0,12.0,11.991452991452991,2222.3931623931626,34820,260020,564.6153846153846,8030,66060
PRV55184,No,20.857142857142858,1068.0,12.0,11.946428571428571,1933.392857142857,5500,108270,475.7142857142857,1780,26640
PRV55185,No,28.349514563106798,1068.0,12.0,11.970873786407767,2397.864077669903,7640,493960,691.2621359223301,2660,142400
PRV55187,No,5.44,200.0,12.0,11.76,2078.32,17260,259790,543.04,5110,67880
PRV55188,No,22.183574879227052,1068.0,11.942028985507246,12.0,1706.425120772947,19140,353230,635.3140096618357,5110,131510
PRV55189,No,290.812030075188,1068.0,12.0,12.0,2243.533834586466,26400,298390,592.7067669172932,6860,78830
PRV55191,No,0.0,0.0,12.0,12.0,2021.7777777777778,19010,181960,604.1111111111111,5260,54370
PRV55192,No,64.38735177865613,1068.0,12.0,11.885375494071146,1985.8498023715415,18640,502420,616.3241106719368,6440,155930
PRV55193,Yes,752.4545454545455,1068.0,11.727272727272727,11.863636363636363,1492.2727272727273,15680,65660,480.22727272727275,3880,21130
PRV55194,Yes,429.0809523809524,1068.0,12.0,11.961995249406176,2299.144893111639,30040,967940,630.332541567696,7330,265370
PRV55195,Yes,200.69333333333333,1068.0,12.0,12.0,2636.4935064935066,24300,203010,574.1558441558442,3280,44210
PRV55196,No,39.005780346820806,1068.0,12.0,12.0,1855.8381502890174,24600,321060,583.5838150289018,5300,100960
PRV55197,No,3.0136986301369864,90.0,12.0,12.0,3864.3835616438355,102960,282100,657.8904109589041,7840,48026
PRV55198,No,33.3235294117647,1068.0,12.0,11.911764705882353,1928.235294117647,12260,131120,566.3235294117648,4040,38510
PRV55200,No,4.202898550724638,100.0,12.0,11.826086956521738,2165.7971014492755,21940,149440,667.1014492753624,5860,46030
PRV55202,No,2.0,60.0,12.0,12.0,2372.6666666666665,24600,71180,623.6666666666666,5300,18710
PRV55203,No,218.0,1068.0,12.0,12.0,1487.6,9150,37190,453.2,2210,11330
PRV55205,No,152.0466926070039,1068.0,11.907692307692308,12.0,2874.0,85960,747240,678.8538461538461,7960,176502
PRV55206,No,2.0388349514563107,200.0,11.883495145631068,12.0,1667.1844660194174,5960,171720,514.1747572815534,2820,52960
PRV55207,No,2.035928143712575,70.0,12.0,11.934131736526947,2035.0299401197606,24600,339850,590.2395209580839,5300,98570
PRV55208,No,141.0566037735849,1068.0,12.0,12.0,2210.943396226415,24600,117180,692.2641509433962,5300,36690
PRV55209,Yes,382.6358839050132,1068.0,11.937007874015748,11.972440944881889,1867.4934383202099,27110,1423030,539.1338582677165,7300,410820
PRV55210,No,2.7011494252873565,100.0,12.0,12.0,2636.7816091954023,12600,458800,627.9885057471264,3300,109270
PRV55211,No,2.5,50.0,12.0,12.0,2268.125,26400,72580,565.0,6860,18080
PRV55213,No,39.55555555555556,1068.0,12.0,12.0,1649.3827160493827,5730,133600,520.3703703703703,2160,42150
PRV55214,No,2.3684210526315788,100.0,12.0,12.0,2400.3684210526317,29400,456070,599.8947368421053,7110,113980
PRV55215,Yes,46.97110849056604,1068.0,11.925729442970823,11.939286766872973,2303.958149130563,97510,7817330,634.5019157088122,9550,2152865
PRV55216,No,73.375,1068.0,12.0,12.0,1429.375,5010,114350,362.25,1700,28980
PRV55218,No,3.8297872340425534,100.0,12.0,12.0,2455.0,27110,230770,759.8936170212766,7300,71430
PRV55219,No,3.8202247191011236,100.0,11.595505617977528,12.0,2291.6853932584268,17940,203960,630.8988764044943,4340,56150
PRV55220,No,2.156862745098039,80.0,11.882352941176471,11.980392156862745,2045.8823529411766,19180,208680,524.9019607843137,3200,53540
PRV55224,No,0.0,0.0,10.956521739130435,11.478260869565217,1884.3478260869565,10060,43340,643.4782608695652,2750,14800
PRV55225,Yes,147.75757575757575,1068.0,12.0,11.954545454545455,2441.060606060606,16020,161110,605.6060606060606,4550,39970
PRV55226,No,1.9008264462809918,100.0,11.801652892561984,11.987603305785123,2380.371900826446,41060,576050,588.0165289256198,9280,142300
PRV55227,No,0.0,0.0,11.73913043478261,11.978260869565217,1960.0,14250,90160,420.0,1980,19320
PRV55229,No,69.00826446280992,1068.0,11.950617283950617,11.901234567901234,2393.4156378600824,38820,581600,658.1893004115226,7300,159940
PRV55230,Yes,416.1294964028777,1068.0,11.872566371681415,11.897345132743363,2207.6106194690265,85960,1247300,590.8035398230088,7300,333804
PRV55231,No,1.0317460317460319,100.0,11.904761904761905,11.904761904761905,2440.0793650793653,23350,307450,679.9206349206349,6440,85670
PRV55232,No,280.31775700934577,1068.0,12.0,12.0,1964.018691588785,19180,210150,465.7943925233645,4340,49840
PRV55233,No,7.903743315508021,1068.0,11.973262032085561,12.0,1996.8449197860962,23560,373410,703.5828877005348,4310,131570
PRV55234,No,44.65217391304348,1068.0,11.869565217391305,12.0,2147.1739130434785,29400,395080,609.7826086956521,6440,112200
PRV55235,No,3.75,100.0,11.9625,11.85625,2826.25,38820,452200,572.4375,5080,91590
PRV55236,No,397.4074074074074,1068.0,12.0,11.87037037037037,6065.740740740741,29860,327550,1657.2222222222222,7840,89490
PRV55237,No,138.63247863247864,1068.0,12.0,12.0,1712.4786324786326,10630,200360,455.7264957264957,2770,53320
PRV55238,No,4.752475247524752,100.0,12.0,11.841584158415841,2510.891089108911,29200,253600,661.980198019802,5010,66860
PRV55239,No,4.285714285714286,100.0,11.925465838509316,11.975155279503106,2416.894409937888,18750,389120,806.8944099378882,6190,129910
PRV55240,No,74.95705521472392,1068.0,11.92638036809816,11.895705521472392,1700.7361963190185,17260,277220,546.319018404908,5110,89050
PRV55242,No,314.70588235294116,1068.0,11.294117647058824,12.0,1407.3529411764705,3420,47850,505.29411764705884,1520,17180
PRV55243,No,2.178988326848249,200.0,11.859922178988327,11.95330739299611,2311.5953307392997,28560,594080,568.3268482490272,3390,146060
PRV55244,No,4.0,80.0,12.0,12.0,2984.0,29860,74600,816.4,7840,20410
PRV55246,No,2.7312775330396475,100.0,11.894273127753303,11.947136563876652,1919.1189427312775,25240,435640,576.6519823788547,5610,130900
PRV55247,No,10.12394366197183,1068.0,12.0,11.966197183098592,2437.6338028169016,27110,865360,698.3098591549295,7300,247900
PRV55248,No,3.8345864661654137,100.0,11.819548872180452,11.93984962406015,2810.4511278195487,27110,373790,777.5187969924812,7300,103410
PRV55250,Yes,76.14715719063545,1068.0,11.960132890365449,12.0,2311.229235880399,29860,695680,618.8039867109635,7840,186260
PRV55252,No,2.2222222222222223,100.0,11.733333333333333,12.0,1851.7777777777778,21710,83330,504.22222222222223,7960,22690
PRV55254,No,4.666666666666667,60.0,12.0,12.0,2128.0,10560,31920,510.6666666666667,1710,7660
PRV55255,No,8.333333333333334,100.0,12.0,12.0,1431.6666666666667,2800,17180,473.3333333333333,1190,5680
PRV55256,No,155.07142857142858,1068.0,12.0,12.0,2698.5714285714284,20860,75560,946.0714285714286,5460,26490
PRV55257,No,1.532846715328467,80.0,12.0,11.956204379562044,1726.3503649635036,29400,236510,549.4890510948906,4290,75280
PRV55258,No,0.24390243902439024,10.0,11.428571428571429,12.0,3818.5714285714284,20860,160380,915.2380952380952,5460,38440
PRV55259,No,1.1904761904761905,40.0,12.0,12.0,1758.095238095238,7320,73840,457.85714285714283,1590,19230
PRV55260,No,1.2280701754385965,70.0,12.0,11.842105263157896,3150.0,19110,179550,689.4736842105264,4050,39300
PRV55261,No,3.3333333333333335,100.0,12.0,12.0,1545.6666666666667,3820,46370,577.0,1180,17310
PRV55262,No,43.207070707070706,1068.0,11.939546599496222,11.994962216624685,2413.8539042821158,20200,958300,740.7808564231738,5410,294090
PRV55263,No,3.479623824451411,100.0,12.0,12.0,2423.479623824451,27670,773090,668.0877742946708,7630,213120
PRV55264,No,2.5,100.0,11.977272727272727,11.895833333333334,2266.098484848485,20610,1196500,672.6136363636364,6950,355140
PRV55265,No,2.0398009950248754,80.0,11.940298507462687,11.940298507462687,1921.044776119403,20860,386130,673.0348258706467,5460,135280
PRV55266,Yes,384.48,1068.0,12.0,12.0,1890.0,11400,47250,656.4,3390,16410
PRV55267,No,2.8472222222222223,100.0,12.0,11.916666666666666,1644.5833333333333,12260,236820,602.2222222222222,4040,86720
PRV55268,No,0.0,0.0,12.0,12.0,2001.25,29860,96060,628.75,7840,30180
PRV55269,No,23.046511627906977,1068.0,11.930232558139535,12.0,2574.186046511628,26390,442760,738.4302325581396,7110,127010
PRV55270,No,8.519607843137255,1068.0,11.882352941176471,11.882352941176471,2176.127450980392,18640,443930,622.4019607843137,6440,126970
PRV55271,No,6.666666666666667,100.0,12.0,12.0,1424.0,4360,21360,273.3333333333333,700,4100
PRV55272,No,2.5118483412322274,100.0,11.886255924170616,11.966824644549764,2352.4644549763034,26580,496370,732.9383886255924,6330,154650
PRV55273,No,10.0,100.0,12.0,11.777777777777779,1853.888888888889,5620,33370,686.6666666666666,1850,12360
PRV55274,No,1.4285714285714286,100.0,12.0,12.0,1907.857142857143,7550,133550,616.5714285714286,1720,43160
PRV55275,No,3.5185185185185186,100.0,12.0,11.944444444444445,1802.037037037037,7550,97310,514.4444444444445,1720,27780
PRV55276,No,2.0689655172413794,60.0,12.0,12.0,1591.551724137931,7550,92310,471.7241379310345,1720,27360
PRV55277,No,0.0,0.0,12.0,12.0,2066.470588235294,12200,35130,579.4117647058823,2070,9850
PRV55278,No,0.0,0.0,12.0,12.0,1318.4444444444443,3840,59330,537.7777777777778,1750,24200
PRV55279,No,0.37037037037037035,30.0,12.0,11.962962962962964,2084.567901234568,10060,168850,538.0246913580247,2330,43580
PRV55281,No,2.473684210526316,200.0,12.0,11.936842105263159,1710.0,9150,324900,462.42105263157896,2000,87860
PRV55283,No,0.2777777777777778,10.0,12.0,12.0,2119.722222222222,12200,76310,587.5,2070,21150
PRV55285,No,0.0,0.0,12.0,12.0,1151.4285714285713,2710,8060,277.14285714285717,680,1940
PRV55286,No,0.0,0.0,12.0,12.0,2532.5,4150,10130,1067.5,1710,4270
PRV55289,No,0.0,0.0,12.0,12.0,2289.285714285714,9150,32050,420.0,1520,5880
PRV55291,No,0.0,0.0,12.0,12.0,3050.0,5620,18300,1218.3333333333333,1850,7310
PRV55292,No,0.0,0.0,12.0,12.0,1378.3333333333333,3010,8270,441.6666666666667,1360,2650
PRV55293,No,0.0,0.0,12.0,12.0,1689.3939393939395,4960,55750,421.5151515151515,1910,13910
PRV55295,No,6.590909090909091,100.0,12.0,12.0,2238.181818181818,14590,196960,531.4772727272727,2590,46770
PRV55296,No,0.0,0.0,12.0,12.0,2149.122807017544,18010,122500,509.64912280701753,3150,29050
PRV55297,No,5.510204081632653,200.0,12.0,12.0,2412.4489795918366,10570,236420,758.7755102040817,3070,74360
PRV55298,No,0.7017543859649122,20.0,12.0,12.0,1540.5263157894738,3550,87810,550.3508771929825,1300,31370
PRV55299,No,0.0,0.0,12.0,12.0,2832.777777777778,14180,50990,801.1111111111111,4550,14420
PRV55300,No,2.1875,70.0,12.0,12.0,1748.75,4520,55960,526.5625,1250,16850
PRV55302,No,0.0,0.0,12.0,12.0,1380.0,1380,1380,20.0,20,20
PRV55304,No,1.7156862745098038,100.0,11.941176470588236,11.941176470588236,2275.294117647059,19180,464160,611.0784313725491,4340,124660
PRV55305,No,3.3333333333333335,10.0,12.0,12.0,4223.333333333333,8320,12670,513.3333333333334,1240,1540
PRV55306,No,0.1694915254237288,10.0,12.0,12.0,2305.593220338983,7700,136030,446.6101694915254,3040,26350
PRV55307,No,2.272727272727273,100.0,12.0,11.945454545454545,1578.090909090909,6920,173590,439.27272727272725,2360,48320
PRV55309,No,1.7142857142857142,60.0,12.0,12.0,1811.4285714285713,6600,63400,638.2857142857143,2110,22340
PRV55312,No,2.3076923076923075,80.0,11.868131868131869,12.0,1655.7142857142858,11590,150670,536.4835164835165,5260,48820
PRV55313,No,0.5208333333333334,100.0,11.75,11.932291666666666,2126.9791666666665,85960,408380,442.7395833333333,4340,85006
PRV55314,No,2.134831460674157,100.0,12.0,12.0,3188.7640449438204,102960,283800,675.2359550561798,2330,60096
PRV55316,No,2.923076923076923,100.0,12.0,12.0,1804.4615384615386,9920,117290,436.46153846153845,1940,28370
PRV55318,No,2.0634920634920637,100.0,12.0,12.0,2850.4761904761904,24300,179580,725.8730158730159,3390,45730
PRV55319,No,0.0,0.0,12.0,12.0,1651.1764705882354,3840,28070,544.7058823529412,1000,9260
PRV55320,No,0.0,0.0,12.0,12.0,1269.4117647058824,3670,43160,345.88235294117646,1760,11760
PRV55322,No,4.642857142857143,80.0,12.0,12.0,3258.5714285714284,24300,91240,876.4285714285714,3390,24540
PRV55323,No,0.8333333333333334,60.0,12.0,11.88888888888889,1800.2777777777778,24600,259240,538.6805555555555,5300,77570
PRV55324,No,2.0,50.0,12.0,12.0,2065.2,8820,51630,896.8,5260,22420
PRV55325,No,9.75609756097561,200.0,12.0,12.0,2555.609756097561,16020,104780,532.6829268292682,2180,21840
PRV55326,No,6.724137931034483,100.0,12.0,12.0,1200.8620689655172,5100,69650,322.41379310344826,950,18700
PRV55329,No,0.0,0.0,12.0,12.0,3360.0,6470,6720,1065.0,1970,2130
PRV55330,No,0.0,0.0,12.0,12.0,1620.0,3420,6480,415.0,1110,1660
PRV55331,No,0.0,0.0,12.0,12.0,1153.4782608695652,5300,26530,411.7391304347826,2000,9470
PRV55333,No,3.9215686274509802,100.0,12.0,11.96078431372549,1350.3921568627452,3700,68870,464.3137254901961,1390,23680
PRV55335,No,6.666666666666667,90.0,12.0,12.0,1309.1666666666667,3550,31420,477.9166666666667,1300,11470
PRV55337,No,0.0,0.0,12.0,12.0,2340.769230769231,8320,30430,541.5384615384615,1310,7040
PRV55338,No,0.0,0.0,12.0,12.0,1676.9565217391305,19180,77140,445.6521739130435,3200,20500
PRV55339,No,0.0,0.0,12.0,12.0,1448.6666666666667,4430,43460,463.3333333333333,1480,13900
PRV55340,No,2.2222222222222223,100.0,11.88888888888889,11.555555555555555,3002.5925925925926,34820,324280,809.7222222222222,8030,87450
PRV55341,No,0.0,0.0,12.0,12.0,716.4285714285714,2150,10030,272.14285714285717,870,3810
PRV55342,No,0.0,0.0,12.0,12.0,1114.4444444444443,3840,10030,415.55555555555554,1690,3740
PRV55343,No,3.3333333333333335,200.0,12.0,12.0,2611.1111111111113,34820,235000,634.7777777777778,8030,57130
PRV55344,No,0.0,0.0,12.0,12.0,3372.1428571428573,6600,47210,873.5714285714286,2110,12230
PRV55345,No,6.0,90.0,12.0,12.0,2203.3333333333335,9150,33050,518.6666666666666,1130,7780
PRV55348,No,0.0,0.0,12.0,12.0,1161.4285714285713,2980,8130,231.42857142857142,470,1620
PRV55350,No,0.0,0.0,12.0,12.0,1791.6129032258063,6540,55540,555.483870967742,1650,17220
PRV55351,No,0.0,0.0,12.0,12.0,1543.0,5480,15430,632.0,2110,6320
PRV55352,No,4.871794871794871,80.0,12.0,12.0,1396.923076923077,5000,54480,431.53846153846155,3070,16830
PRV55353,No,3.3333333333333335,40.0,12.0,12.0,3423.3333333333335,24300,41080,972.5,3280,11670
PRV55354,No,2.4719101123595504,90.0,11.865168539325843,12.0,2194.7191011235955,24300,390660,545.3370786516854,3390,97070
PRV55355,No,0.0,0.0,12.0,12.0,950.0,950,950,200.0,200,200
PRV55356,No,6.296296296296297,100.0,12.0,12.0,1338.888888888889,7680,36150,424.81481481481484,1460,11470
PRV55357,No,3.7267080745341614,100.0,11.925465838509316,12.0,1630.4968944099378,15350,262510,496.64596273291926,3310,79960
